title,vote_average
Cal,5.9
Captain Webb,4.4
Tom Segura: Mostly Stories,8.2
Antibirth,4.8
The 9th Life of Louis Drax,6.5
The Magnificent Seven,5.9
Separation,5.0
Sniper: Ghost Shooter,5.5
Assassin X,2.5
Downhill,8.0
Beta Test,5.3
The Valley of Light,5.3
American Fusion,0.0
The Russian Woodpecker,6.5
"Down the Deep, Dark Web",6.0
The Rack Pack,7.0
Love's Long Journey,6.3
Love's Unending Legacy,5.4
Love's Unfolding Dream,5.7
Love Takes Wing,5.6
Love Finds A Home,5.2
Love Begins,6.9
Love's Everlasting Courage,4.7
Starchaser: The Legend of Orin,6.8
Skiptrace,5.5
Droid Gunner,4.7
I Am Breathing,5.0
A Stand Up Guy,4.1
3 Türken und ein Baby,5.9
Brian Posehn: Criminally Posehn,7.0
Moonlight,7.3
Big Fish & Begonia,6.3
A Conspiracy of Faith,6.8
Naz & Maalik,9.0
The League of Gentlemen's Apocalypse,6.6
Love Like Poison,6.3
Moms on Strike,0.0
Jane's Journey,4.6
UFO... annientare S.H.A.D.O. stop. Uccidete Straker...,0.0
UFO - Distruggete base Luna!,0.0
Invaders from the Deep,0.0
The Sender,5.6
Dawn of the World,5.0
Seoul Station,5.8
The Levenger Tapes,4.0
Ghosts of Abu Ghraib,8.0
A Lot Like You,0.0
The Bronx Bull,5.7
The Bandit,7.0
The Childhood of a Leader,5.9
Cosmos Laundromat,6.5
The Fifth Seal,6.6
A Town Like Alice,6.0
Cardcaptor Sakura: The Movie,7.8
Ecstasy of Order: The Tetris Masters,7.0
Five,7.2
Masterminds,5.6
The Lesson,3.5
The Zodiac Killer,6.3
Cop Dog,7.0
Pelli Choopulu,7.8
Edge of Doom,5.1
Youth Runs Wild,0.0
Broadway Thru a Keyhole,0.0
Endgame,0.0
Endgame,5.8
Sidetracked,6.1
The Big Timer,0.0
Truth,5.6
Amateur Night,5.6
Rustom,7.3
Darkest Day,3.7
Tiny Giants 3D,8.1
Footsteps in the Fog,7.7
Who Killed Aunt Maggie?,4.0
One More Time with Feeling,8.4
Sensuela,4.5
The Other Side,5.7
13 Cameras,5.5
Kubo and the Two Strings,7.7
The Spirit of '45,6.0
Down by Love,6.0
Keeping Rosy,6.1
Bridget Jones's Baby,6.3
The Light Between Oceans,6.9
Morgan,5.7
Queen of Katwe,7.1
Deepwater Horizon,6.5
Miss Peregrine's Home for Peculiar Children,6.5
The Girl on the Train,6.2
Middle School: The Worst Years of My Life,6.9
The Accountant,6.9
Kevin Hart: What Now ?,6.8
The American Side,4.8
It's Hard Being Loved by Jerks,7.3
Writer of O,8.0
"Me, Natalie",7.0
News from Planet Mars,5.1
Remember You,8.5
Sanam Teri Kasam,7.6
A Monster with a Thousand Heads,5.9
Phantom of the Theatre,6.4
Like for Likes,7.3
Cemetery of Splendour,4.4
High Strung,7.1
Arisan!,7.5
Time Renegades,7.4
Phantom Detective,7.1
Gie,5.9
Baaghi,6.4
Compadres,5.2
Detective Chinatown,7.2
Dishoom,5.5
Gentleman,8.5
God's Not Dead 2,5.6
Hockney,7.0
Housefull 3,5.2
Kabali,5.9
Ki and Ka,6.7
League of Gods,5.0
Mohenjo Daro,6.7
Catatan (Harian) Si Boy,6.0
Operation Chromite,5.5
Our Last Tango,7.0
Spirits' Homecoming,8.5
The First Monday in May,7.6
Hologram Man,4.0
Lady Day at Emerson's Bar & Grill,6.7
The Old Mill,7.7
Empire of Corpses,5.7
In Search of the Ultra-Sex,8.0
A Quiet Passion,7.5
Chosen,3.4
The Whole Truth,6.3
The Model,5.9
Sundown,5.9
American Honey,6.5
Matru Ki Bijlee Ka Mandola,5.6
Black Wax,0.0
My Class,9.0
Deon Cole: Cole-Blooded Seminar,8.3
Artie Lange: The Stench of Failure,6.5
Il pretore,6.0
Tom Papa: Freaked Out,0.0
Abandoned Dead,2.0
The 13 Roses,6.5
"Falkenau, the Impossible",0.0
The Legend of Speed,3.3
Out of Love,4.8
Hieronymus Bosch: Touched by the Devil,8.0
Cutting Class,5.4
Toomelah,6.4
1st to Die,3.0
Trapped in a Purple Haze,0.0
The Ranch,1.3
Say Goodnight,5.0
Yeti: Curse of the Snow Demon,2.9
Recipe for a Perfect Christmas,5.8
Scarlett,7.1
The King,6.6
How to Get Rid of the Others,6.2
Blood on the Land,8.0
No Budget Story,6.3
When Women Had Tails,5.5
People in the Sun,7.5
Local Color,6.1
Imperium,6.3
Blush,6.2
The Wounded Angel,7.3
Road to Istanbul,6.8
Boycott,5.8
David Brent: Life on the Road,6.0
Race 2,5.2
The Invisible Maniac,4.0
Steel Frontier,6.3
Blood Lake,4.0
Marcello Marcello,5.5
Marock,6.1
Casanegra,5.5
Horses of God,7.5
Louis C.K.: One Night Stand,7.3
Vintage Tomorrows,0.0
The Emperor and the Golem,7.2
The Country Doctor,6.0
Tomcat,0.0
Lost Songs: The Basement Tapes Continued,7.8
Big Beat,3.5
Fatal Intuition,5.8
26 Years,6.7
I Am Not a Serial Killer,6.2
"Cheating Death, Stealing Life: The Eddie Guerrero Story",0.0
Frankie Boyle - Live - The Last Days of Sodom,7.8
Eddie Pepitone: In Ruins,0.0
Fascisti su Marte,6.5
Un attore contro - Gian Maria Volonté,0.0
"Dave Attell: Hey, Your Mouth's Not Pregnant!",7.0
The Best of Insomniac with Dave Attell Volume 1,9.0
Chris D'Elia: Incorrigible,4.9
Figli di Annibale,4.0
The Barber of Rio,6.6
Puerto Escondido,6.5
On tour,7.3
Marrakech Express,7.3
I Carabbinieri,6.0
Il Ras del quartiere,4.3
Eccezzziunale... veramente,5.9
In the Pope's Eye,6.0
High School Record,2.0
VHS Massacre: Cult Films and the Decline of Physical Media,5.4
These Daughters of Mine,6.2
Åke and His World,0.5
P & B,6.0
The Office Party,5.0
The Women on the Roof,5.0
s/y Glädjen,5.0
The Serpent's Way,6.0
The Dogs of Riga,4.5
Sista dansen,5.3
Murder at the Savoy,5.8
The Ox,6.5
Kiss Kiss (Bang Bang),5.4
Moomins and the Comet Chase,4.0
As If I Am Not There,6.9
Puppet on a Chain,6.7
Last Hijack,5.0
Kizumonogatari Part 1: Tekketsu,7.6
Broken Blade: Book One - The Time of Awakening,6.3
Broken Blade: Book Three - The Mark of the Assassin's Dagger,5.2
Broken Blade: Book Two - The Split Path,6.1
Broken Blade: Book Four - The Earth of Calamity,5.2
Broken Blade: Book Five - The Horizon Between Life and Death,5.2
Broken Blade: Book Six - Enclave of Lamentations,8.2
Steins;Gate: The Movie − Load Region of Déjà Vu,7.2
Cuisine et dépendances,6.3
Agathe Cléry,4.8
Ajin: Demi-Human - Compel,7.5
Psycho-Pass: The Movie,7.2
Last Minute,0.0
Dancin' It's On,4.3
The Black Hole,3.2
Wonder Women!: The Untold Story of American Superheroines,6.0
I'm Staying,5.8
Second Coming,5.9
Shell,6.4
Hands of Stone,6.0
Gun Hill,6.4
Uncle P,7.7
A Lovasíjász,0.0
The Fits,6.7
Morris from America,6.0
The Lost Honour of Christopher Jefferies,7.2
Nocturna,4.6
Arianna,6.0
What's Between Us,5.0
Sky,6.4
Fools on the Hill,0.0
The Triple Echo,6.3
Pikadero,0.0
The Last Heist,4.9
Cool Kids Don't Cry,7.9
Burning Bodhi,5.7
Shin Godzilla,6.6
"Be Silent, Sorrow, Be Silent",5.7
The Green Elephant,6.0
Sniper: Special Ops,5.0
Hard Target 2,5.6
Rabbit Seasoning,7.1
Cartels,5.0
Honey 3: Dare to Dance,5.1
Winnie-the-Pooh,6.5
The Golden Fortress,7.9
Secret of the Incas,5.1
The Intervention,6.1
The Sea of Trees,6.3
Highway Patrolman,8.0
Street Fighter IV: The Ties That Bind,5.8
Función de noche,5.0
La pelle,5.3
Winnie-the-Pooh Goes Visiting,6.9
The Peace Killers,5.6
XOXO,6.0
Honeymoon,5.0
Lake Bodom,5.6
"Poverty, Inc.",6.5
Terra,9.1
Love Hurts,6.5
Something Evil,5.0
Your Name.,8.5
Birdboy: The Forgotten Children,7.7
Refrigerantes e Canções de Amor,0.0
My Babysitter's a Vampire,5.6
The Rooftop,6.1
Window Water Baby Moving,7.6
Dan Soder: Not Special,0.0
Aurora,3.5
Boat Builders,7.1
Wabash Avenue,7.0
Chevolution,5.0
Davy Crockett and the River Pirates,5.9
Deep Core,3.3
Do You Believe in Miracles? The Story of the 1980 U.S. Hockey Team,9.5
Forsaken,4.1
Gargoyles,5.9
Killjoy,10.0
The Thirsting,5.0
Refuge,5.3
Mexico's Most Wanted,6.0
Sequoia,6.3
Sequoia,0.0
Seven Years Bad Luck,5.6
The Architect,4.8
The Cuckoos,9.0
The Falcon Takes Over,6.0
The Forest,4.0
The Forest,2.5
The Forest,5.0
The Mermaid,4.5
Torchy Blane in Panama,6.0
Traveling Saleslady,6.8
Moss Rose,6.0
"No, No, Nanette",0.0
The Veils of Bagdad,0.0
The Very Private Life of Mister Sim,5.9
Eyes of a Thief,5.0
On the Other Side,8.5
Greetings From Fukushima,5.8
A Visit with Truman Capote,6.3
Dhamaal,6.1
Larry Kramer In Love & Anger,6.3
Wondrous Boccaccio,5.8
Star Spangled Rhythm,6.3
Birth of the Blues,5.0
Waikiki Wedding,0.0
Welcome Stranger,0.0
Out of This World,5.0
Here Come the Waves,4.0
Little Boy Lost,5.0
Just for You,0.0
Natural Selection,5.7
Say One for Me,0.0
Dr. Cook's Garden,7.0
My New Partner II,6.1
Ripoux 3,5.1
Winnie-the-Pooh and a Busy Day,6.7
The Mouse Comes to Dinner,6.2
Chasing Great,9.3
Nahid,7.3
The Vanishing Prairie,8.0
"Joshua Tree, 1951: A Portrait of James Dean",5.3
Gabi on the Roof in July,4.8
The Baltimore Bullet,6.0
Iyer the Great,0.0
Maheshinte Prathikaaram,7.7
Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,0.0
Tirano Banderas,0.0
Open Doors,4.0
L'oeuvre au noir,5.4
Il caso Moro,6.0
Letters from Marusia,4.8
Wind from the East,8.0
Under The Sign Of Scorpio,4.0
The Seven Cervi Brothers,0.0
We Still Kill the Old Way,5.6
Himmatwala,3.4
Tees Maar Khan,3.7
Rascals,2.7
God Tussi Great Ho,3.0
Khiladi 786,4.5
Demon,5.9
Housefull,5.2
Maz Jobrani: I'm Not a Terrorist But I've Played One on TV,7.8
Murder 2,5.6
Murder 3,3.9
The Ardennes,7.2
Batman Unlimited: Mechs vs. Mutants,5.2
Birdemic 2: The Resurrection,3.2
The Search,7.1
Akkare Akkare Akkare,7.3
Yodha,8.3
Once Again,0.0
Black Road,4.9
Bachelors,4.2
Tunnel,7.2
Just Call Me Nobody,5.0
Little Sister,6.2
Certain Women,6.3
The Happiest Day in the Life of Olli Mäki,6.9
Aquarius,7.5
Chasing the Devil,3.4
The Home Teachers,5.0
Mouse in Manhattan,6.5
Comedy Central Roast of Denis Leary,7.0
Comedy Central Roast of Jeff Foxworthy,6.0
Comedy Central Roast of Larry the Cable Guy,6.5
Comedy Central Roast of David Hasselhoff,6.8
Comedy Central Roast of Roseanne,6.2
Comedy Central Roast of Joan Rivers,7.2
I'll Sleep When I'm Dead,6.4
Terra Nova,6.6
Before the Winter Chill,6.2
Guernica,5.3
The Legend of Nigger Charley,8.5
Equity,5.8
Cruel Will,3.4
Cash Only,5.6
Ingrid Bergman: In Her Own Words,7.6
Jack,7.8
The Amityville Terror,4.4
Can We Take a Joke?,7.8
The Jungle,3.4
Mamaboy,1.0
Virtual Revolution,5.5
Landmine Goes Click,5.7
Bigfoot: The Lost Coast Tapes,4.2
Pablo Escobar: King of Cocaine,4.0
David Lynch: The Art Life,7.2
Waffle Street,6.1
Who's Driving Doug,6.0
Dhanak,7.9
The Work and the Glory,6.1
The Work and the Glory II: American Zion,8.0
The Work and the Glory III: A House Divided,7.5
Caffeinated,0.0
Erebus: Operation Overdue,7.0
Citizen Soldier,6.3
The Phone Call,7.5
The One,5.2
Last Summer,7.0
Coaching Colburn,0.0
DC Super Hero Girls: Hero of the Year,4.8
Invoked,3.2
Hacksaw Ridge,7.8
Archive 253,4.2
Night of the Wild,3.5
David Cross: Making America Great Again,7.0
Espace détente,4.1
Rat Fever,0.0
Other People,6.7
The First Annual 'On Cinema' Oscar Special,0.0
Out of My Hand,7.3
The Crazy Family,6.4
School in the Crosshairs,4.0
Kill,2.0
People of a Feather,10.0
Mostly Ghostly 3: One Night in Doom House,4.4
Getulio,6.6
The Star of Bethlehem,0.0
Black Test Car,4.0
Tropicália,6.5
City 40,6.1
"Detective Bureau 2-3: Go to Hell, Bastards!",7.3
The King of Pigs,6.2
Siccîn,5.3
Fall of Ming,5.3
Siccin 3: Cürmü Ask,10.0
Rampage: Capital Punishment,5.4
Rampage: President Down,5.1
It Doesn't Hurt Me,5.9
Me Too,5.5
Dirty Hands,5.9
Breakthrough,6.8
That Summer of White Roses,5.0
Animals with the Tollkeeper,5.0
Legacy,6.0
Shiloh 2: Shiloh Season,6.2
Final Flesh,6.8
Gringuito,0.0
John Henry,7.1
Lorenzo,6.8
How to Hook Up Your Home Theater,7.8
Tick Tock Tale,8.1
Our Tropical Island,6.2
For the Love of Spock,7.8
Los Punks: We Are All We Have,5.0
Toro,5.5
"Kiki, Love to Love",6.4
Hail the Judge,7.4
Summer of 8,7.4
Bogart: The Untold Story,0.0
Salam Neighbor,8.3
Lovely Man,5.0
Adventures in the Sin Bin,5.4
My Lonely Me,0.0
The Most Beautiful Day,7.0
Over the Garden Wall,8.2
Doc Martin and the Legend of the Cloutie,4.6
Going Down in Morocco,5.6
El Paso,5.5
"Joe Smith, American",5.0
Nazi Agent,6.0
Off Course,6.0
Take Me to the River,5.7
Tammy Tell Me True,6.0
The Good Humor Man,7.0
The Scarf,5.5
Love Me!,4.7
Fighting Delinquents,0.0
Divines,8.1
USS Indianapolis: Men of Courage,6.0
Devil's Bride,6.6
The Raffle,5.0
Saint George,5.3
The Speak,3.0
Jules and Dolores,6.9
"Wings, Legs and Tails",4.9
Marathon,0.0
By Hook or by Crook,5.0
Billy Lynn's Long Halftime Walk,5.9
Born in Heinola,8.5
Blair Witch,4.9
Transpecos,6.1
The Hollars,6.4
Olmo & the Seagull,7.2
The Mysterious Death of Pérola,4.8
Anton Corbijn Inside Out,5.2
The Beatles: Eight Days a Week - The Touring Years,7.6
Kickboxer: Vengeance,4.5
Naked,0.0
The Promise,7.3
Voice Without a Shadow,4.0
Loving,6.5
After the Apocalypse,0.0
The Second Annual 'On Cinema' Oscar Special,0.0
Miss Stevens,6.0
The Erotic Misadventures of the Invisible Man,5.8
Broken Hill,4.7
Christine,6.9
The End of Time,8.7
Silicon Cowboys,6.3
31,4.9
Comedy Central Roast of Rob Lowe,6.6
ARQ,6.1
Fan Girl,5.3
Prescription Thugs,6.6
What Remains,8.0
Tell Me How I Die,5.3
The Adventures of Scamper the Penguin,6.3
Eveready Harton in Buried Treasure,7.5
The House of Ghosts,6.5
Warkop DKI Reborn: Jangkrik Boss! Part 1,7.0
Swamp Devil,3.6
Bad Cat,7.1
More Things That Happened,9.2
Stolen Desire,6.0
Herostratus,5.9
The Impossible Convicts,5.5
The Fall of the House of Usher,7.2
Fire at Sea,6.5
Nightlife,0.0
Life Is a Trumpet,5.0
Burn Burn Burn,6.5
Finding Altamira,5.7
8,7.0
20th Century Boys - Chapter 2: The Last Hope,6.7
20th Century Boys - Chapter 3: Our Flag,6.8
The Candy Tangerine Man,5.0
Return of the Atom,0.0
The Piano Tuner,6.1
Love Stories,4.5
Horton Hears a Who!,6.6
Horton Hatches the Egg,7.0
One Kiss,7.1
Worldly Girl,6.6
For Your Sake,6.0
Assolo,5.0
The Confessions,5.5
The Queen of Ireland,5.0
Cat Girl,4.5
Tell Me,0.0
Desires,7.0
One Night in A City,6.7
The Herb of the Rat,6.5
Spandex Sapiens,0.0
Most Likely to Die,4.2
The Automatic Hate,6.4
Tower,8.1
Manshin: Ten Thousand Spirits,0.0
From the Land of the Moon,6.7
Gumball 3000: The Movie,6.0
White People,4.5
We Need to Talk,5.6
The Sinful Dwarf,5.8
Mad Doctor of Blood Island,4.1
Tee for Two,6.9
Bangkok Traffic Love Story,7.4
My Girl,7.2
Freelance,6.9
I.T.,5.3
Paranormal Entity,5.1
The Neighbor,5.6
Behind the Planet of the Apes,7.0
Paris 05:59: Théo & Hugo,7.5
Zero Woman: Red Handcuffs,6.7
Born Equal,6.3
Small Island,2.0
Nina,5.7
Twitches,5.6
Three Days,5.9
The Curse of Robert the Doll,2.7
Jeremy,5.8
Planetarium,4.7
A Monster Calls,6.8
Desolate,0.0
Arrival,7.2
Samurai Rauni,0.0
Terminal Invasion,4.2
Alien Apocalypse,3.6
Rumbos,6.3
Traceroute,8.7
The Lost Arcade,9.0
Blue Crush 2,4.8
"I, Olga Hepnarova",7.8
Really Rosie,0.0
Storks,6.7
Journey to the Seventh Planet,4.4
After the Storm,7.2
The Secret World of Lewis Carroll,0.0
In the Shadow of Death,6.5
Zarkorr! The Invader,5.0
Devil's Playground,5.2
Loop,0.0
The House of Suh,4.0
I am not Salvador,5.0
Maximum Ride,4.5
Penny Pincher!,5.4
Money Play$,5.0
Auschwitz,3.3
Wolvesbayne,3.8
Sieranevada,7.8
Dogs,7.0
Poongsan,6.3
Party Crashers,5.2
Head Over Heels 2,6.1
Paris Under Watch,6.2
Kings & Rats,3.5
Boats Out of Watermelon Rinds,8.1
The Big I Am,5.1
VIPs,6.6
Reflections of a Blender,7.0
Horace and Pete,7.5
Audrie & Daisy,7.2
The Disciple,7.8
Iliza Shlesinger: Confirmed Kills,6.8
Back in Crime,6.3
Kenau,5.9
Pastorela,6.0
There's Only One Jimmy Grimble,7.0
Going Attractions: The Definitive Story of the American Drive-in Movie,8.0
Endless Poetry,7.7
Love & Peace,7.0
Roles in the Wind,6.1
Seventh Code,6.0
Claude Chabrol's High Heels,6.5
Free Fall,4.0
Secret Chronicle: She Beast Market,6.3
Homeless in America,1.0
Karaoke Terror,6.5
Catch Me If You Can,6.0
Peace Code,0.0
Mary Pickford: The Muse of the Movies,0.0
Bone Daddy,3.0
Paranoia,6.0
Sidewalk Stories,7.0
The Brain Eaters,6.5
The Flesh Eaters,6.3
The Green Glove,6.7
Loose Shoes,3.0
Level Up,4.7
The Girl with All the Gifts,6.4
The Distinguished Citizen,7.3
The Hexer,5.4
Abattoir,4.6
All Roads Lead to Rome,4.7
Bounty Hunters,7.1
In the Dark Half,6.0
Maigret Sets a Trap,6.9
The Bodyguard,6.5
I Am a Hero,6.7
Railroad Tigers,6.2
Asura: The City of Madness,5.8
Zebra,5.0
Erased,6.7
Call of Heroes,6.3
Line Walker,5.6
My Life as a Zucchini,7.7
Musudan,5.5
Insanity,5.0
Everybody's Fine,0.0
Raiders of the Sun,3.0
Circus World,5.6
Marquis de Sade: Justine,5.8
Ashley,4.6
In-Lawfully Yours,5.9
Freaky Ali,7.3
Pilot Pirx's Inquest,6.2
Teens in the Universe,4.7
Murder: No Apparent Motive,0.0
Failure of Engineer Garin,5.0
Goodbye Berlin,7.3
Payroll,6.4
The Clone Returns Home,5.9
True Friends,5.5
Watch Your Left,6.0
Joan Baez: How Sweet the Sound,8.0
Public Works,7.3
Sioux City,5.0
A Country Called Home,5.7
Delhi in a Day,0.0
Sneakerheadz,6.0
Redistributors,5.1
Red Family,4.5
Dangerously Excited,6.9
A Brand New Life,6.8
Crossing Point,5.7
The Night Stalker,6.2
After Midnight,1.1
Lost in Munich,8.0
Amanda Knox,6.7
Brotherly Love,6.9
Imperial Dreams,6.7
All Eyez on Me,6.3
You & Me Forever,5.1
I'm a Standard Supporter,4.5
Ci vuole un gran fisico,4.7
Unique Brothers,5.8
Io che amo solo te,5.2
La scelta,4.7
Cemento Armato,6.2
Interrogation,4.7
Take Me to Town,5.0
Time Raiders,7.3
Star Runner,5.5
Moonlight Express,4.5
The Debt,4.3
El pregón,5.3
My Name Is Emily,6.7
Duell der Brüder - Die Geschichte von Adidas und Puma,7.4
Gringo: The Dangerous Life of John McAfee,7.3
No manches Frida,7.4
Kicks,7.5
Operation Avalanche,6.5
The Third Annual 'On Cinema' Oscar Special,0.0
Destroyer,5.0
Betty Boop's Big Boss,6.7
Body Melt,5.5
Enchanted April,6.5
Zig Zag Story,10.0
Killswitch,7.5
Parallel Courses,4.0
Betty Boop's Museum,6.5
Bleed,4.3
The Duelist,6.0
The Burgos Trial,0.0
A Bride for Rip Van Winkle,6.7
Father’s Chair,7.1
Dirty 30,6.2
The Fury of a Patient Man,6.7
The Nightingale,7.8
Farewell Baghdad,10.0
Gimme Danger,7.2
The Girl Without Hands,8.3
Murderous Tales,0.0
Office,6.4
Rag Union,7.3
The Swedish Theory of Love,6.9
A Crush on You,6.4
Víkend,6.0
Gondolj rám,0.0
"My Night, Your Day",10.0
Muhammad Ali - The Greatest,5.4
Flowers of Evil,4.5
The Last Band in Lebanon,0.0
Capsule,5.2
The Dwarvenaut,6.0
Man vs. Snake,7.0
The Golden Cane Warrior,6.5
Justice: A Cross The Universe,8.8
Set the Thames on Fire,7.0
Go Figure,5.4
The Spirit of Christmas,6.5
Cloudy With a Chance of Love,3.3
The Flight Before Christmas,5.0
Second Chances,5.0
"Signed, Sealed, Delivered: Truth Be Told",7.0
"Signed, Sealed, Delivered: The Impossible Dream",6.0
"Signed, Sealed, Delivered: From Paris With Love",6.6
"Murder, She Baked: A Deadly Recipe",7.1
The Cheetah Girls 2,5.4
Cloud 9,6.1
Teen Beach 2,6.2
Secret Summer,4.8
"Signed, Sealed, Delivered: From the Heart",5.5
The Cheetah Girls,4.9
Mansfield Park,5.6
The Wizards Return: Alex vs. Alex,6.4
Ms. Matched,6.2
"Signed, Sealed, Delivered: One in a Million",5.0
Jesus Christ Superstar - Live Arena Tour,6.9
H2O Just Add Water - The Movie,6.4
Love Never Dies,7.5
Anything for Love,4.5
Appetite For Love,6.3
Perfect Match,5.4
Date with Love,6.8
The Convenient Groom,6.0
Oklahoma!,4.6
Love Finds You In Sugarcreek,7.0
Princess of Thieves,5.9
Love Finds You in Charm,5.8
Love Finds You in Valentine,6.4
Danny Says,6.7
"Signed, Sealed, Delivered for Christmas",7.9
Sense and Sensibility,0.0
Parent Trap III,3.8
The Cookie Mobster,0.0
Along Came a Nanny,3.5
Annie: A Royal Adventure,3.6
You Cast A Spell On Me,7.3
Matchmaker Santa,5.8
"Signed, Sealed, Delivered",7.0
Raising the Bar,6.0
"Signed, Sealed, Delivered: Lost Without You",8.0
Harriet the Spy: Blog Wars,4.2
She Made Them Do It,6.0
The Alchemist Cookbook,4.1
Jane Eyre,6.2
Paperback Hero,6.5
Two-Legged Horse,6.6
Undercover Bridesmaid,5.4
Honey 2,6.0
Colossal,6.2
Do Not Resist,6.6
Drunken Monkey,6.3
Slice,6.4
Getting Home,6.7
Tharlo,6.7
"Murder, She Baked: A Peach Cobbler Mystery",8.6
A Heartland Christmas,7.4
Moondance Alexander,6.0
Flicka: Country Pride,6.3
The Wild Stallion,3.9
Of Parents and Children,0.0
Siringo,5.0
Clearcut,8.5
Felicity: An American Girl Adventure,4.5
An American Girl: Chrissa Stands Strong,5.7
Samantha: An American Girl Holiday,4.6
Minor Details,2.7
Escape to Witch Mountain,5.4
Isabelle Dances Into the Spotlight,4.9
Molly: An American Girl on the Home Front,2.0
Au Pair 3: Adventure in Paradise,3.3
A Cinderella Story: If the Shoe Fits,6.1
Lover of Loser,8.4
Little Crumb,7.6
The Hell of '63,5.8
Crash and Burn,4.7
Diggers,3.5
Night Guards,5.7
City of God – 10 Years Later,7.0
You Are Umasou,7.0
Veranda för en tenor,6.0
Blue Jay,7.2
Heavenly Shift,5.7
Interruption,7.5
Voyage of Time: Life's Journey,6.2
A Star for Christmas,5.4
La La Land,7.9
Coyote Waits,5.2
13th,8.0
Umbkotid,0.0
Validation,6.9
Flirty Birdy,6.4
Air Mater,5.8
The Siege of Jadotville,7.3
Collector,7.2
Being 17,7.0
Love Is Blind,6.4
Vincent N Roxxy,5.6
The Present,8.3
Road to Yesterday,6.0
Brother Nature,5.0
Clean Hands,5.2
The Salesman,7.1
Demons,0.0
Pale Moon,5.6
Adopt a Sailor,5.3
Barbie in Rock 'N Royals,6.2
Barbie: Spy Squad,6.3
Kick the Moon,5.7
The Waiting List,6.4
Chasing Freedom,8.0
How to Make a Monster,5.2
Jungle Captive,6.5
Two Lottery Tickets,7.6
Love Building,6.0
Allied,6.6
The Monster,5.4
Skateboard,5.0
Drei Mann in einem Boot,5.0
Angora Love,7.0
The Blood Oranges,6.0
Buried Alive,4.0
Chicken People,7.0
By the Sea,6.4
Mr. Right,3.5
Paid in Full,5.0
Piccadilly Incident,3.5
Phantasm: Ravager,5.4
Something to Sing About,5.3
Teenage Cave Man,4.2
Wise Girl,6.0
Autumn in the Vineyard,8.0
Falsely Accused,5.5
Who Gets the Dog?,5.6
Seneca's Day,0.0
Charles Darwin and the Tree of Life,7.4
The Sidelong Glances of a Pigeon Kicker,0.0
Woman of Tokyo,6.5
Baseball,8.5
Baked in Brooklyn,5.4
Born to Win,3.8
London Town,6.3
London in the Raw,0.0
Primitive London,5.0
The Hide,6.2
Scaramouche,8.0
Batman: Return of the Caped Crusaders,7.2
Brimstone,7.0
Wicked Stepmother,6.2
Murder in a Small Town,4.0
Inferno,5.7
Keeping Up with the Joneses,5.9
Ouija: Origin of Evil,5.8
Titus Andronicus,10.0
Camila Jam,6.3
My Blind Brother,6.2
Louis Theroux: Savile,7.5
Mascots,5.8
Faintheart,6.6
Crisis in Six Scenes,6.3
Patient Seven,5.2
The White King,6.3
What a Wonderful Family!,7.0
Le Grand Chef,5.0
Le Grand Chef 2: Kimchi Battle,4.9
Casi Divas,7.0
Wild Oats,6.3
Trolls,6.7
Sky Ladder: The Art of Cai Guo-Qiang,8.4
45365,5.0
Western,4.5
Nightmare Sisters,4.9
LEGO DC Comics Super Heroes: Batman: Be-Leaguered,6.1
Russell Peters: Almost Famous,6.6
Pedro Páramo,6.0
Breadcrumb Trail,8.0
Girl in the Box,6.7
Raiders!: The Story of the Greatest Fan Film Ever Made,7.6
