genero_principal,title,vote_average
Drama,Animals,6.2
Comedy,Addicted to Fresno,5.0
Drama,Queen of Earth,6.2
Thriller,Blind Man,5.9
Comedy,Deathgasm,6.4
Documentary,I Am Evel Knievel,6.7
Comedy,All the Boys Are Called Patrick,6.1
Comedy,Therapy for a Vampire,5.9
Drama,Silent Heart,6.2
Action,Mr. & Mrs. Incredible,5.0
Documentary,Daughter of the Lake,8.3
Drama,Dresden,6.6
Comedy,Grantham and Rose,6.8
War,Days of Hope,5.0
Adventure,Shoot First And Pray You Live,6.0
Drama,The Italian,6.0
Drama,Nice Guy,0.0
Drama,The Danish Girl,7.4
Documentary,The Man Whose Mind Exploded,6.0
Drama,Underdog,7.5
Horror,Stag Night of the Dead,3.8
Horror,Area 51,4.3
Drama,Forbidden Area,6.0
Science Fiction,Prototype,4.8
Drama,Latin Lover,5.7
Western,Deaf Smith & Johnny Ears,6.0
Romance,L♡DK,6.8
Action,Street Fighter Alpha - The Movie,6.2
Action,Cooties,5.4
Action,The Kung Fu Instructor,5.5
Drama,Forgotten Tune for the Flute,4.5
Drama,Station for Two,6.7
Drama,A Summer to Remember,4.7
Comedy,Autumn Marathon,7.1
Comedy,The Most Charming and Attractive,5.8
Drama,The Captivating Star of Happiness,5.7
Adventure,12 Chairs,7.4
Drama,Ordinary Miracle,7.6
Comedy,Old Men: Robbers,6.7
Comedy,Carnival Night,5.8
Drama,Old Hags,5.7
Comedy,The Garage,6.9
Comedy,A Key to the Bedroom,1.0
Comedy,Unbelievable Adventures of Italians in Russia,6.1
Comedy,Girl without an Address,5.0
Comedy,For the Matches,6.2
Comedy,It Can't Be!,6.7
Comedy,Incognito from St.Petersburg,6.0
Comedy,Sportloto-82,6.5
Documentary,Running the Sahara,6.5
Adventure,12 Chairs,7.3
Documentary,Steve Jobs: The Man in the Machine,6.4
Horror,Inkubus,4.9
Comedy,Wasting Away,5.6
Comedy,Among Friends,4.1
Science Fiction,Ejecta,3.6
Comedy,"OMG, I'm a Robot!",10.0
Thriller,Broken Horses,5.0
Comedy,WTF,3.8
Action,Burnout,7.1
Horror,Green Room,6.7
Thriller,Last Embrace,5.8
Drama,"One-Two, Soldiers Were Going...",7.0
Family,The Adventures of Buratino,5.4
Documentary,Freeway: Crack in the System,9.0
Family,A Diva's Christmas Carol,4.8
Comedy,The Dress,7.0
Drama,Man Follows Birds,5.0
Drama,Beasts of No Nation,7.6
Documentary,Earth's Golden Playground,0.0
Documentary,The Magic of Heineken,0.0
Drama,Psychopathia Sexualis,5.0
Documentary,Limited Partnership,0.0
Drama,Hell and Mr Fudge,0.0
Drama,Gabriel,7.3
Comedy,The Reader,4.4
Horror,Pernicious,4.7
Drama,Red Knot,5.6
Drama,Dirty Weekend,5.2
Thriller,The Activist,4.0
Crime,The Rise of the Krays,4.5
Horror,Dude Bro Party Massacre III,6.2
Family,Underdog Kids,4.1
Drama,Glass Chin,5.5
Comedy,The Lady in the Van,6.0
Documentary,He Named Me Malala,5.6
Comedy,Bloodsucking Bastards,5.6
Horror,KillerSaurus,5.0
Western,Blood Moon,5.6
Fantasy,Hamtaro: The Captive Princess,0.0
Science Fiction,Hot Wheels Acceleracers: Ignition,7.7
Animation,Pokémon the Movie: Kyurem vs. the Sword of Justice,5.5
Adventure,Pokémon: Zoroark: Master of Illusions,6.4
Drama,...ing,6.6
Adventure,Meru,7.4
Romance,6 Years,5.5
Drama,To Save A Life,6.2
Thriller,Pod,3.9
Drama,Contracted: Phase II,5.3
Comedy,A Little Thing Called Love,7.5
Horror,Lost After Dark,4.7
Horror,For Elise,4.8
Mystery,White Settlers,4.6
Drama,Xenia,5.5
Animation,Pokémon the Movie: Diancie and the Cocoon of Destruction,5.6
Adventure,Pokémon the Movie: Hoopa and the Clash of Ages,6.2
Comedy,Felicidades,5.0
Family,Snowglobe,6.3
Horror,Varsity Blood,3.7
Horror,Doomed,1.5
Comedy,Mrs. Miracle,5.2
Science Fiction,A Little Bit Zombie,5.4
Comedy,Santa Baby 2,4.5
Horror,The Coed and the Zombie Stoner,3.4
Drama,The Midwife,6.1
Foreign,Lasting,6.3
Comedy,Saving Christmas,1.7
Mystery,The Possessed,6.6
Action,Pride and Vengeance,6.3
Thriller,"Young, Violent, Dangerous",6.0
Thriller,City Under Siege,0.0
Thriller,The Double,4.3
Western,"10,000 Dollars for a Massacre",6.3
Comedy,Oscar,7.4
Action,Johnny Yuma,8.0
Comedy,La sedia della felicità,5.6
Thriller,Zid,7.5
Thriller,The Transporter Refueled,5.3
TV Movie,Stan,4.0
History,Redemption,10.0
Drama,Artists Under the Big Top: Perplexed,6.7
Documentary,The Inextinguishable Fire,6.6
Drama,Adrienn Pál,2.5
Crime,The Left Hand of the Law,6.0
Comedy,Too Much Johnson,6.5
Crime,The Key to Reserva (La clave Reserva),7.6
Documentary,Picasso and Braque Go to the Movies,4.0
Action,Iron Man & Hulk: Heroes United,5.4
Animation,The Lorax,7.8
Animation,The Grinch Grinches the Cat in the Hat,9.0
Fantasy,The Infernal Cakewalk,6.2
Comedy,La Vérité si je Mens ! 3,5.3
Comedy,Would I Lie to You? 2,6.4
Drama,Tiger Orange,6.4
Comedy,Jenny's Wedding,5.3
Thriller,Bound to Vengeance,5.6
Drama,Knock Knock,4.9
Romance,Perfect Proposal,7.6
Thriller,The Surface,4.2
Documentary,The Conquest of Everest,7.3
Horror,The Nightmare,5.6
Thriller,Welcome to Leith,6.4
TV Movie,Fallen,6.4
Drama,The Crossing,5.3
Crime,In the Darkness of the Night,6.3
Horror,Blood Thirst,4.5
Family,Alice in Wonderland,5.5
Horror,Krampus: The Christmas Devil,2.6
TV Movie,Unabomber: The True Story,6.0
Action,Parasite Dolls,4.3
Drama,"Rabbit, Run",4.0
Drama,Age of Cannibals,7.4
Drama,"Aballay, the Man without Fear",4.0
Drama,Man Down,6.3
Animation,The Prophet,7.2
Documentary,The Blue Planet,8.1
Documentary,Banksy Does New York,6.9
Crime,Convict's Code,0.0
Drama,Dreaming of Space,5.7
Romance,"Something, Anything",8.0
History,Hitler,3.5
Documentary,The Negro Soldier,6.0
TV Movie,Christmas Cupid,5.0
Action,Vamp U,4.7
Horror,Mischief Night,5.0
Horror,Unlucky Charms,2.8
TV Movie,The Lottery,3.5
Adventure,Return to Halloweentown,5.7
Action,The Payoff,6.5
Family,Wish You Well,6.9
Drama,All That I Am,5.0
Thriller,Sukeban Deka The Movie,0.0
Comedy,"Knock Knock, It's Tig Notaro",6.7
Thriller,Not My Life,3.5
Romance,The Bridge,5.0
Family,Flash,6.2
Comedy,"What Next, Corporal Hargrove?",0.0
Drama,Wolfy,7.0
Drama,Silenced,8.0
Horror,Small Town Folk,2.9
Family,Snow 2: Brain Freeze,4.4
Action,Devil's Den,4.8
Drama,Female on the Beach,5.3
Comedy,The Pumpkin Karver,3.2
Comedy,Cornered!,4.1
Comedy,Killer Party,5.0
Horror,Jersey Shore Massacre,3.4
Comedy,Rise of the Animals,2.8
Drama,Twitches Too,5.5
Drama,The House of Usher,5.0
Fantasy,The Beauty Inside,8.1
Drama,Life,5.9
Documentary,Pourquoi Israël,10.0
Comedy,Daddy or Mommy,6.1
Comedy,Demolition,6.6
Drama,Listening,5.5
Action,12 Rounds 3: Lockdown,4.6
Horror,Beyond Darkness,6.0
Thriller,Eden Lodge,3.7
Documentary,Our Man in Tehran,6.5
Horror,Robert the Doll,2.6
Comedy,Frau Müller muss weg!,5.9
Drama,Romeos,6.7
Drama,Gun Hill Road,5.3
Documentary,Middle Sexes: Redefining He and She,0.0
Thriller,American Poltergeist,2.6
Horror,The Cutting Room,4.2
Horror,Asylum of Satan,0.0
Horror,Three on a Meathook,4.0
Action,The Zebra Killer,0.0
Documentary,Listen to Me Marlon,7.1
Drama,Crab Trap,6.5
Mystery,Naked You Die,5.4
Thriller,Proteus,4.4
Fantasy,Maléfique,6.1
Comedy,Stars 80,5.8
Drama,Act of Violence,8.0
Adventure,Beaumarchais the Scoundrel,6.6
Science Fiction,The Snow Devils,2.8
Action,Lightning Bolt,0.0
Adventure,Killers Are Challenged,4.0
Horror,The Long Hair of Death,6.5
Action,Devil of the Desert Against the Son of Hercules,3.0
Science Fiction,Battle of the Worlds,5.4
Science Fiction,Assignment: Outer Space,3.2
Crime,Virtual Weapon,5.0
Science Fiction,Alien from the Deep,3.3
Action,Commando Leopard,6.6
Crime,The Hunters of the Golden Cobra,5.9
Horror,Invasion of the Flesh Hunters,5.7
Adventure,Killer Fish,5.6
Crime,Death Rage,0.0
Crime,Seven Dead in the Cat's Eye,6.4
Thriller,And God Said to Cain,5.1
Western,Vengeance,0.0
Documentary,Pelican Dreams,8.0
Animation,Hal,7.0
Documentary,Snowden’s Great Escape,8.7
Drama,Fool Circle,5.7
Drama,Magallanes,9.0
Drama,The Keeping Room,5.2
Thriller,Cigarette Burns,7.5
Comedy,We Are the Freaks,6.1
Comedy,Our Brand Is Crisis,5.8
Horror,Attack on Titan II: End of the World,4.8
Thriller,Big Sky,4.0
Drama,L'odore della notte,6.4
Action,Agneepath,6.3
Romance,Cocktail,6.2
Action,The Assassin,6.6
Drama,The Gamechangers,6.7
Drama,White Cannibal Queen,4.9
Adventure,Hercules in the Haunted World,6.3
Drama,High-Rise,5.3
Comedy,The Night Before,6.1
Drama,Into the Forest,5.6
Drama,Time Out of Mind,5.6
Drama,Winter Meeting,0.0
Comedy,The Princess of France,4.0
Foreign,Villegas,5.0
Science Fiction,First Spaceship on Venus,4.3
Thriller,Chain of Command,5.3
Drama,A Perfect Man,7.0
Mystery,The Editor,6.3
Drama,On Broadway,0.0
Adventure,Everest,6.7
Mystery,Puella Magi Madoka Magica the Movie Part III: Rebellion,7.3
Thriller,Puella Magi Madoka Magica the Movie Part II: Eternal,8.0
Thriller,Sukeban Deka the Movie 2: Counter-Attack from the Kazama Sisters,0.0
Comedy,The Brand New Testament,6.4
Drama,You Carry Me,5.0
Thriller,Cut Snake,6.4
Drama,The First Olympics: Athens 1896,9.0
Crime,Mean Frank and Crazy Tony,0.0
Thriller,Red Amnesia,6.6
Action,City Beneath the Sea,5.0
Action,Kebab Connection,6.6
Drama,Buddenbrooks,6.1
Music,Keine Lieder über Liebe,8.0
Drama,Hilde,6.2
Action,Monster Hunt,5.7
Thriller,Wild City,5.6
Documentary,The Rolling Stones: Cocksucker Blues,6.0
Drama,Spotlight,7.8
Drama,Viva,7.4
War,Son of Saul,7.1
Drama,Funny Farm,0.0
Thriller,Burden of Evil,3.0
Drama,Intruders,5.7
Action,Rabid Dogs,5.6
Thriller,Pawn Sacrifice,6.7
Action,Hardcore Henry,6.2
Horror,Mega Snake,3.8
Animation,Hunter × Hunter: Phantom Rouge,6.7
Documentary,"Remake, Remix, Rip-Off: About Copy Culture & Turkish Pop Cinema",5.5
Adventure,Hunter × Hunter: The Last Mission,5.8
War,08/15,5.9
Drama,Carmen,6.3
Romance,Hanna's Journey,5.5
Romance,Bon appétit,5.3
Comedy,"Killing Is My Business, Honey",6.8
Comedy,Call Girl of Cthulhu,5.9
Music,Roger Waters: The Wall,7.7
Drama,Burnt,6.3
Drama,Queen of the Desert,6.1
Thriller,Visions,5.2
Thriller,Nobody from Nowhere,6.5
Comedy,Heneral Luna,8.0
Comedy,Ryuzo and the Seven Henchmen,6.8
Action,The Saint of Gamblers,3.5
Action,Der Clown - Tag der Vergeltung,4.7
Comedy,If I Were a Rich Man,5.5
Thriller,Fair Play,5.4
Documentary,The Ceremony,7.0
Comedy,A Stranger of Mine,6.9
Animation,Miss Hokusai,6.5
Comedy,Being Canadian,5.3
Drama,Dor,6.8
TV Movie,Life Is Ruff,4.5
TV Movie,Cow Belles,4.9
Family,Genius,4.6
Comedy,Teen Lust,4.4
Science Fiction,Scanner Cop,5.5
Adventure,The Timber,4.1
Documentary,Sriracha,7.1
Horror,The Willies,4.2
Horror,Evil Things,4.1
Horror,Last Shift,5.7
Adventure,The Immortal Voyage of Captain Drake,4.4
Comedy,Fuck You Goethe 2,6.6
Horror,Pay the Ghost,5.1
Thriller,A Million,7.5
Comedy,A Song of Lisbon,8.0
Thriller,Catch Me Daddy,6.0
Drama,The Furthest End Awaits,5.2
Comedy,Flying Colors,7.4
Western,"Davy Crockett, Indian Scout",1.0
Science Fiction,Infinite,0.0
Animation,The Brave Little Toaster to the Rescue,6.8
Animation,Macropolis,0.0
Animation,Oh Willy...,6.4
Action,The Legend of Seven Cutter,5.7
Drama,Angry Harvest,8.0
Foreign,Naked Under the Moon,8.3
Drama,Thunderbolt,4.5
Crime,A Date with the Falcon,7.0
Crime,Acolytes,5.5
Comedy,Any And Every Which Way,4.5
Animation,Babes in Toyland,4.8
Science Fiction,Black River,5.6
Action,Varg Veum - Black Sheep,6.1
Drama,Seashore,6.9
Drama,Lootera,6.6
Documentary,Fire in Babylon,5.2
Romance,Consolation Marriage,5.0
Crime,Dear Mr. Gacy,6.5
Action,Death Machines,5.6
Comedy,Drunk Wedding,3.8
Horror,Evidence,5.1
Thriller,Ghoul,5.1
Thriller,Ghoul,4.7
Horror,Headspace,4.9
Comedy,Island of Love,7.5
Action,Legion,3.0
Comedy,Let Go,6.2
Horror,Resurrection County,5.3
Drama,The Rite,6.9
Drama,Remains,5.1
Action,Stolen Identity,3.4
Foreign,Tango,4.4
Horror,Devil Seed,4.6
Horror,The Dark,5.2
Horror,The Dark Hour,5.9
War,The Fighting Lady,5.3
Horror,The Lost,6.1
Drama,The Love Light,0.0
Western,Arizona Colt,7.0
Crime,The Phantom of Crestwood,5.0
Drama,The Program,6.1
Drama,The Red Kimona,0.0
Comedy,The Selling,5.8
History,The Warrior Empress,5.0
Drama,Trade Winds,0.0
Drama,True Women,5.2
Drama,Vanessa: Her Love Story,0.0
Mystery,Witchboard 2: The Devil's Doorway,5.1
Drama,My Little Bride,6.1
Drama,Young Bride,0.0
Drama,White Rabbit,6.3
Horror,The Silenced,5.7
Drama,Alice in Earnestland,6.2
Crime,The Classified File,6.8
Crime,Helios,5.0
Comedy,Hollywood Adventures,4.6
Thriller,Hush Little Baby,1.0
Horror,Carnival of Souls,3.4
History,Full Out,7.1
Drama,The Boys Club,5.5
Action,Apaharan,5.5
Drama,Bangalore Days,7.4
Comedy,Ohm Shanthi Oshaana,6.9
Crime,Baazigar,6.8
Romance,Alaipayuthey,6.7
Drama,The Dirty Picture,5.8
Comedy,Garam Masala,5.4
Comedy,Chup Chup Ke,5.3
Drama,Dulhe Raja,6.2
Drama,Vaaranam Aayiram,7.5
Drama,Vedam,6.1
Action,Little Witch Academia,7.1
Documentary,A Small Act,0.0
Animation,Cat Shit One,6.2
Adventure,Rabbit and Deer,7.1
Documentary,"Arab Cortege, Geneva",5.0
Comedy,The Mole at the Sea,0.0
Documentary,Paul Taylor Creative Domain,0.0
Drama,1001 Grams,5.7
Drama,Factory Girl,6.5
Drama,Cemetery of Splendour,4.4
Adventure,Crumbs,6.4
Drama,Much Loved,6.0
Action,Tiger House,5.5
Comedy,The Tyrannical Father,7.7
Comedy,Courtyard of the Ballads,8.2
Comedy,O Costa d'África,8.0
Drama,Star,5.9
Drama,The Quiet Hour,4.5
Romance,Everything Before Us,4.9
Thriller,The Idealist,7.6
Drama,"You're a Good Sport, Charlie Brown",6.8
Drama,I Am Here,4.9
Drama,The Legend of Paul and Paula,6.8
Western,Desolation Canyon,6.0
Drama,Nana,0.0
Western,Cemetery Without Crosses,6.5
History,L'Oranais,8.2
Drama,French Blood,5.9
Mystery,Ricochet,3.7
Fantasy,Arthur & Merlin,5.4
Mystery,Breaking Dawn,5.0
Mystery,The Lady in the Car with Glasses and a Gun,4.6
Romance,The 10 Year Plan,6.1
Comedy,The Slurb,5.4
Comedy,Distractions,6.1
Fantasy,Snow-White and Rose-Red,7.4
Action,Essex Boys: Law of Survival,5.4
Action,Blastfighter,3.9
Horror,A Christmas Horror Story,5.5
Romance,Sissi: The Fateful Years of an Empress,7.1
Comedy,Sissi,7.3
Horror,Evil Ed,5.6
Horror,RangiTaranga,6.3
Action,Robot Wars,4.2
Action,Robo Warriors,6.7
Horror,Laserblast,2.5
Horror,Spookies,4.1
Horror,Nightbeast,3.3
Comedy,Vaya con Dios,6.5
Documentary,The Thread,6.4
Crime,Certain Prey,4.3
Comedy,Life Eternal,7.1
Comedy,7 Chinese Brothers,5.2
Drama,Beautiful Days,0.0
Drama,To New Shores,6.5
Drama,Virgin Mountain,7.0
Horror,From The Depths of My Heart,0.0
Documentary,Antarctica: Ice & Sky,6.5
Horror,Navy Seals vs. Zombies,3.5
Comedy,The Laundryman,5.0
Family,A Bell for Ursli,7.5
Foreign,Delirium,5.4
Drama,Bringing Ashley Home,6.7
Documentary,Sleepless In New York,6.0
Drama,Mediterranea,6.5
Drama,The Club,6.6
War,Alias Maria,5.0
Animation,Hotel Transylvania 2,6.7
Thriller,Hidden,6.5
Crime,Anti-Social,5.2
Romance,The Goob,7.1
Drama,The Beat Beneath My Feet,7.0
Drama,A Horse for Summer,8.0
Drama,Pure,6.5
Drama,The Dinner,6.3
Drama,From the Head,6.0
Thriller,Solitary,5.8
Drama,Triple Dare,5.3
Documentary,"Life, Love & Celluloid",5.0
Music,Don't Think I've Forgotten: Cambodia's Lost Rock and Roll,8.7
Drama,Tim Maia,6.3
Comedy,Now You See It...,5.6
Comedy,Stuck in the Suburbs,5.2
Drama,Jump In!,5.4
Comedy,Winning London,5.8
TV Movie,Minutemen,5.1
Comedy,30 Days Until I'm Famous,5.8
Music,2gether,4.5
Comedy,Too Young to Marry,3.6
Thriller,Fish & Cat,7.0
Drama,When Day Breaks,5.0
Thriller,Dark Blood,6.8
Drama,Not Waving But Drowning,7.3
Family,Oddball,6.0
Adventure,Jett Jackson: The Movie,4.2
Action,Snapphanar,6.0
Music,RUSH: Time Machine,8.0
Drama,Don't Look Down,5.6
Comedy,Sheila Levine is Dead and Living in New York,0.0
Documentary,Orson Welles: The One-Man Band,6.0
Music,Daft Punk Unchained,7.1
Horror,Chilling Visions: 5 Senses of Fear,4.9
Drama,Aftermath,6.2
Horror,Airborne,3.5
Family,An American Girl: Saige Paints the Sky,6.3
Action,The Gauntlet,5.0
Crime,Crawl,5.5
Documentary,First Love,7.5
Crime,First Love,6.3
Comedy,Godfather,6.9
Drama,Varalaru,6.1
Horror,Mansion of the Doomed,6.8
Family,Mrs. Santa Claus,0.0
Mystery,Murder in the Private Car,4.0
Thriller,Necessary Evil,3.3
Music,Something to Shout About,0.0
Comedy,Sparrows Can't Sing,5.9
Comedy,There's Always Vanilla,4.2
Drama,Sunrise,7.3
Drama,Silsila,4.8
Drama,Wild Life,6.7
Drama,The Silk Express,5.0
Drama,"To Sir, with Love II",5.8
Action,Victim,4.0
Horror,The Child,4.4
Action,Black Eye,7.0
Drama,Blow for Blow,7.0
Horror,The Horror of Frankenstein,5.6
Drama,Immoral Tales,5.4
Drama,One of Us,5.0
Drama,Inside,7.0
Horror,I Didn't Come Here to Die,4.7
Adventure,Jack and the Beanstalk,5.8
Science Fiction,Tremors 5: Bloodlines,5.2
Drama,Double Teamed,5.6
Drama,Horse Sense,4.1
Romance,Freeheld,7.1
Drama,By the Sea,5.4
Drama,An Open Heart,6.2
Adventure,The Little Prince,7.6
Documentary,If You Build It,7.1
Documentary,Dark Star: HR Giger’s World,6.9
Crime,Red Passport,0.0
Documentary,Food Chains,7.4
Thriller,Narcopolis,4.8
Drama,Ashby,6.2
Western,4Got10,4.3
Crime,Lucky Luciano,5.2
Crime,Dheepan,6.8
Documentary,The Forecaster,7.3
History,Ronaldo,6.4
Documentary,Svend,4.5
Documentary,Land of Dreams,6.0
Western,A Dollar Between the Teeth,5.0
Western,"A Man, a Horse, a Gun",0.0
Documentary,Marlene,7.3
Drama,Tales from the Vienna Woods,6.7
Comedy,"Liza, the Fox-Fairy",7.4
Family,Get Santa,6.7
Comedy,Il nome del figlio,6.4
History,The Cut,6.6
Comedy,The Jackpot,5.5
Crime,Gambling House,5.7
Crime,Nightmare,6.0
Music,The Work of Director Jonathan Glazer,8.7
Crime,"Faster, Faster",5.7
Action,Beyond the Mask,5.7
Action,Wonder Woman,7.2
Animation,Sly Cooper,0.0
Action,Iron Sky: The Coming Race,0.0
Thriller,Salt and Fire,5.8
Drama,The Circle,5.4
Drama,Silence,7.0
Drama,The Clan,6.4
Horror,Bikini Girls on Ice,3.9
Documentary,Glen Campbell: I'll Be Me,7.1
Horror,The Victim,6.5
Action,Killer Darts,6.3
Adventure,Nanga Parbat,6.6
Thriller,Bridge of Spies,7.2
Comedy,Pitch Perfect 3,0.0
History,Les Misérables in Concert - The 25th Anniversary,8.0
Adventure,The Lost Medallion: The Adventures of Billy Stone,5.6
Crime,If I Die Before I Wake,7.5
Drama,A Tale of Love and Darkness,3.9
Drama,Blood of My Blood,6.8
War,Hyena Road,6.1
Comedy,My Internship in Canada,6.3
Drama,"Gone, But Not Forgotten",3.2
Comedy,Honey and the Pig,6.5
Drama,Amnesia: The James Brighton Enigma,4.6
Drama,2,0.0
Documentary,Radical Grace,0.0
Romance,A Ring of Endless Light,5.8
Comedy,Attack of the 60 Foot Centerfold,3.9
Drama,Jodi Arias: Dirty Little Secret,4.0
Action,Moscow Heat,1.3
Family,Manam,7.8
Drama,Coming Home,8.0
Animation,Mune: Guardian of the Moon,7.1
Documentary,Directed by Sidney Lumet: How the Devil Was Made,0.0
Crime,A Bigger Splash,6.0
Drama,The Sun's Burial,6.6
Action,Good-for-Nothing,6.7
Drama,Morlang,6.0
Drama,El pico 2,6.3
Action,Argo 2,9.3
Thriller,The Great Hypnotist,6.3
Documentary,Iris,7.5
Drama,Where Hope Grows,6.8
Comedy,Ghost Writer,6.3
Documentary,Numbered,0.0
Thriller,6 Ways to Die,4.2
Action,Into the Grizzly Maze,5.1
War,Secrets of War,6.6
Documentary,Where to Invade Next,7.3
Music,"Air: Eating, Sleeping, Waiting and Playing",6.3
Comedy,Pitbullterje,6.5
Horror,Cell 213,5.1
Thriller,The Dead Will Tell,4.5
TV Movie,The Hunt for the BTK Killer,4.7
Family,Karachi se Lahore,8.0
Comedy,The Pleasure Is All Mine,0.0
Documentary,Human,8.6
Comedy,Eisenstein in Guanajuato,6.4
Drama,The Summer of Sangaile,6.1
Documentary,The Pearl Button,6.6
Drama,Sleeping Giant,6.3
Drama,Chasuke's Journey,8.0
Comedy,Lulu in the Nude,6.8
Drama,Roukli,0.0
Romance,Mountains May Depart,7.1
Documentary,"Tent City, U.S.A",6.5
Music,Rainbow Bridge,2.2
TV Movie,A Tale of Two Cities,4.6
Drama,The Phantom of the Opera at the Royal Albert Hall,8.3
Drama,The Indian,0.0
Drama,Nina,0.0
Thriller,The Hoarder,4.4
Comedy,American Beach House,4.3
Comedy,L.A. Slasher,3.7
Thriller,Swat: Unit 887,3.6
Horror,Zombie Killers: Elephant's Graveyard,2.5
History,A Prayer for Rain,5.9
Documentary,Private Practices: The Story of a Sex Surrogate,6.0
Action,Fuga de cerebros 2,5.4
Drama,Say Uncle,5.0
Comedy,Coffee Date,4.6
Comedy,Nous York,4.6
Drama,Nobel's Last Will,5.6
Horror,Carny,4.3
Drama,Born Innocent,5.6
Drama,Coin Locker Girl,6.4
Romance,I'll Get By,6.5
Drama,The Empty Canvas,7.0
Comedy,Assassini dei giorni di festa,0.0
Drama,How to Kill a Judge,0.0
Drama,Lenin: The Train,6.0
Action,Alex L'ariete,2.3
Comedy,A Complicated Girl,0.0
Drama,The Day of the Owl,6.9
Crime,The Most Beautiful Wife,8.5
Foreign,The Witch,5.2
Comedy,Playing Dead,5.0
Thriller,Road to Paloma,5.8
Documentary,The True Meaning of Pictures: Shelby Lee Adams' Appalachia,0.0
Documentary,South,6.7
Comedy,Porridge,6.3
Comedy,Carry On Jack,6.1
Drama,An Inspector Calls,7.6
Drama,La libertad,6.5
Comedy,Rossini,7.1
Comedy,Kokowaah 2,5.9
Drama,Simshar,0.0
Thriller,The Invitation,6.4
Action,Total Reality,4.3
Drama,Rage,4.7
Drama,Mädchen in Uniform,5.5
Family,The Adventures of Mickey Matson and the Copperhead Conspiracy,4.8
Drama,The Taste of Money,6.0
Drama,The Ocean Waif,1.0
Comedy,Laura Lansing Slept Here,5.0
Horror,Mark of the Witch,5.3
Horror,Schoolgirls in Chains,5.0
Horror,Criminally Insane,5.9
Horror,Criminally Insane 2,2.3
Drama,The Student Body,6.0
Romance,The Falls,6.1
Mystery,Buttwhistle,4.0
Thriller,Eden,5.5
Romance,The Secret Lives of Second Wives,2.0
Thriller,Cruel World,4.8
Crime,The Take,7.7
Drama,Mia Madre,6.3
Crime,The Parole Officer,5.8
Comedy,Meet Market,0.0
Documentary,Speaking of Bunuel,6.5
Comedy,Arrangiatevi!,7.0
Drama,The Inheritance,5.2
Drama,La notte brava,0.0
Drama,Il bell'Antonio,6.4
Drama,La viaccia,6.7
Adventure,Mademoiselle de Maupin,6.0
Thriller,Dirty Weekend,0.0
Crime,The Bishop's Bedroom,7.0
Comedy,Caro papà,4.7
Comedy,Good King Dagobert,3.7
Comedy,Madman at War,5.3
Comedy,Il commissario Lo Gatto,6.3
Comedy,Normal Young Man,0.0
Drama,The Priest's Wife,6.0
Mystery,In the Name of the Italian People,7.3
Drama,The Tiger and the Pussycat,7.6
Romance,Scandal in Sorrento,6.8
Comedy,Love and Larceny,7.3
Comedy,La Marcia Su Roma,7.1
Comedy,Il successo,7.0
Comedy,The Monsters,7.4
Drama,A Daughter Of Destiny,7.8
History,Scipione detto anche l'africano,6.0
Comedy,Faustina,0.0
Family,Two Heads Are Better Than None,7.5
Drama,The Good Father,4.0
Comedy,"Hail, Caesar!",5.7
Science Fiction,2103: The Deadly Wake,4.5
